Co2p FeO
8.400000e+002	8.267033e+003		
8.399000e+002	8.185767e+003		
8.398000e+002	8.174700e+003		
8.397000e+002	8.153933e+003		
8.396000e+002	8.185500e+003		
8.395000e+002	8.155600e+003		
8.394000e+002	8.136667e+003		
8.393000e+002	8.086200e+003		
8.392000e+002	8.123233e+003		
8.391000e+002	8.111333e+003		
8.390000e+002	8.091433e+003		
8.389000e+002	8.064800e+003		
8.388000e+002	7.996800e+003		
8.387000e+002	8.025367e+003		
8.386000e+002	7.975633e+003		
8.385000e+002	7.964533e+003		
8.384000e+002	7.999233e+003		
8.383000e+002	7.940500e+003		
8.382000e+002	7.914333e+003		
8.381000e+002	7.912867e+003		
8.380000e+002	7.971000e+003		
8.379000e+002	7.936967e+003		
8.378000e+002	7.893267e+003		
8.377000e+002	7.976733e+003		
8.376000e+002	7.898333e+003		
8.375000e+002	7.913267e+003		
8.374000e+002	7.884333e+003		
8.373000e+002	7.851933e+003		
8.372000e+002	7.856367e+003		
8.371000e+002	7.859600e+003		
8.370000e+002	7.797867e+003		
8.369000e+002	7.778167e+003		
8.368000e+002	7.765933e+003		
8.367000e+002	7.807600e+003		
8.366000e+002	7.756533e+003		
8.365000e+002	7.798033e+003		
8.364000e+002	7.805667e+003		
8.363000e+002	7.721700e+003		
8.362000e+002	7.699267e+003		
8.361000e+002	7.724500e+003		
8.360000e+002	7.712667e+003		
8.359000e+002	7.719400e+003		
8.358000e+002	7.706167e+003		
8.357000e+002	7.679667e+003		
8.356000e+002	7.609167e+003		
8.355000e+002	7.568000e+003		
8.354000e+002	7.595867e+003		
8.353000e+002	7.516333e+003		
8.352000e+002	7.528300e+003		
8.351000e+002	7.545733e+003		
8.350000e+002	7.475000e+003		
8.349000e+002	7.404633e+003		
8.348000e+002	7.420267e+003		
8.347000e+002	7.350667e+003		
8.346000e+002	7.275133e+003		
8.345000e+002	7.252633e+003		
8.344000e+002	7.217200e+003		
8.343000e+002	7.129433e+003		
8.342000e+002	7.069700e+003		
8.341000e+002	7.027733e+003		
8.340000e+002	6.950233e+003		
8.339000e+002	6.944800e+003		
8.338000e+002	6.895667e+003		
8.337000e+002	6.802567e+003		
8.336000e+002	6.756833e+003		
8.335000e+002	6.725800e+003		
8.334000e+002	6.661900e+003		
8.333000e+002	6.598867e+003		
8.332000e+002	6.522600e+003		
8.331000e+002	6.484700e+003		
8.330000e+002	6.473133e+003		
