Mn2p MnO
669.9	1597.57
669.8	1606.38
669.7	1613.42
669.6	1593.07
669.5	1592.21
669.4	1567.51
669.3	1604.07
669.2	1598.41
669.1	1576.64
669	1617.51
668.9	1598.18
668.8	1616.51
668.7	1599.02
668.6	1552.67
668.5	1568.92
668.4	1626.29
668.3	1549.05
668.2	1570.76
668.1	1591.63
668	1584.95
667.9	1570.32
667.8	1577.37
667.7	1575.6
667.6	1548.91
667.5	1541.84
667.4	1566.63
667.3	1559.64
667.2	1556.28
667.1	1567.38
667	1534.72
666.9	1571.23
666.8	1557.35
666.7	1586.1
666.6	1592.36
666.5	1587.58
666.4	1628.82
666.3	1597.33
666.2	1588.35
666.1	1560.21
666	1569.1
665.9	1607.3
665.8	1615.32
665.7	1596.72
665.6	1609.98
665.5	1586.35
665.4	1600.92
665.3	1606.09
665.2	1632.21
665.1	1622.13
665	1631.87
664.9	1619.32
664.8	1620.52
664.7	1624.74
664.6	1619.88
664.5	1625.58
664.4	1630.08
664.3	1624.54
664.2	1587.56
664.1	1613.13
664	1624.13
663.9	1609.81
663.8	1640.17
663.7	1659.37
663.6	1670.39
663.5	1654.79
663.4	1603.95
663.3	1629.55
663.2	1655.6
663.1	1650
663	1659.73
662.9	1667.3
662.8	1697.5
662.7	1673.62
662.6	1664.46
662.5	1645.13
662.4	1668.16
662.3	1697.29
662.2	1704.65
662.1	1675.8
662	1721.59
661.9	1696.22
661.8	1680.68
661.7	1679.79
661.6	1698.27
661.5	1726.4
661.4	1735.45
661.3	1736.44
661.2	1772.98
661.1	1766.95
661	1789.4
660.9	1795.22
660.8	1786.99
660.7	1834.82
660.6	1824.78
660.5	1836.09
660.4	1861.98
660.3	1903.23
660.2	1924.22
660.1	1914.03
660	1881.21
659.9	1879.07
659.8	1925.9
659.7	1940.23
659.6	1955.56
659.5	1960.58
659.4	1957.17
659.3	1955.64
659.2	1952.44
659.1	1938.76
659	1947.36
658.9	1947.41
658.8	1904.06
658.7	1915.53
658.6	1905.83
658.5	1915.16
658.4	1910.23
658.3	1834.9
658.2	1816.8
658.1	1854.87
658	1850.24
657.9	1860.91
657.8	1812.37
657.7	1856.49
657.6	1825.73
657.5	1844.97
657.4	1815.1
657.3	1845.06
657.2	1864.61
657.1	1820.57
657	1807.34
656.9	1806.49
656.8	1837.61
656.7	1857.46
656.6	1855.95
656.5	1892.78
656.4	1877.66
656.3	1880.52
656.2	1930.96
656.1	1915.04
656	1952.63
655.9	1995.3
655.8	2016.97
655.7	2064.65
655.6	2103.03
655.5	2179.32
655.4	2183.51
655.3	2230.24
655.2	2282.84
655.1	2330.09
655	2370.37
654.9	2381.12
654.8	2445.35
654.7	2480.66
654.6	2571.12
654.5	2619
654.4	2671.79
654.3	2758.5
654.2	2824.96
654.1	2901.84
654	2995.44
653.9	3045.14
653.8	3132.21
653.7	3184.02
653.6	3209.62
653.5	3240.24
653.4	3307.85
653.3	3347.18
653.2	3297.5
653.1	3292.72
653	3254.59
652.9	3220.72
652.8	3188.73
652.7	3119.14
652.6	3057.74
652.5	3032.02
652.4	2990.32
652.3	2921.42
652.2	2904.96
652.1	2879.66
652	2823.21
651.9	2753.24
651.8	2659.17
651.7	2538.62
651.6	2480.08
651.5	2397.04
651.4	2239.95
651.3	2160.09
651.2	2047.98
651.1	1948.75
651	1867.26
650.9	1774.6
650.8	1717.51
650.7	1657.38
650.6	1627.07
650.5	1575.62
650.4	1566.34
650.3	1528.5
650.2	1540.72
650.1	1533.87
650	1527.78
649.9	1527.79
649.8	1533.57
649.7	1532.21
649.6	1531.65
649.5	1535.76
649.4	1536.87
649.3	1581.42
649.2	1594.55
649.1	1655.32
649	1640.63
648.9	1698.67
648.8	1696.61
648.7	1714.59
648.6	1732.25
648.5	1753.66
648.4	1801.36
648.3	1802.61
648.2	1839.51
648.1	1850.18
648	1814.17
647.9	1911.27
647.8	1888.62
647.7	1918.31
647.6	1924.93
647.5	1927.68
647.4	1943.94
647.3	1941.74
647.2	1947.6
647.1	2000.6
647	1984.71
646.9	1968.12
646.8	1972.4
646.7	1922.89
646.6	1912.12
646.5	1894.6
646.4	1887.77
646.3	1879.12
646.2	1870.06
646.1	1889.23
646	1848.05
645.9	1816.33
645.8	1830.11
645.7	1850.5
645.6	1857.08
645.5	1825.45
645.4	1852.31
645.3	1878.59
645.2	1868.99
645.1	1901.07
645	1940.06
644.9	1973.86
644.8	1972.81
644.7	1984.57
644.6	2025.21
644.5	2032.01
644.4	2072.53
644.3	2059.86
644.2	2172.77
644.1	2178.01
644	2234.32
643.9	2301.29
643.8	2291.49
643.7	2390.91
643.6	2506.6
643.5	2605.37
643.4	2669.98
643.3	2754.02
643.2	2885.62
643.1	3017.98
643	3116.15
642.9	3226.07
642.8	3407.09
642.7	3546.17
642.6	3648.18
642.5	3775.3
642.4	3880.2
642.3	3983.37
642.2	4066.46
642.1	4254.89
642	4385.39
641.9	4464.4
641.8	4638.8
641.7	4673.25
641.6	4702.17
641.5	4701.88
641.4	4712.77
641.3	4705.02
641.2	4687.64
641.1	4621.2
641	4586.95
640.9	4619.81
640.8	4646.73
640.7	4654.69
640.6	4638.2
640.5	4680.31
640.4	4708.13
640.3	4630.98
640.2	4403.31
640.1	4129.95
640	3715.33
639.9	3271.52
639.8	2740.53
639.7	2238.49
639.6	1817.65
639.5	1467.99
639.4	1193.78
639.3	991.937
639.2	861.416
639.1	736.676
639	668.387
638.9	627.526
638.8	581.631
638.7	540.379
638.6	549.455
638.5	525.124
638.4	514.23
638.3	490.9
638.2	484.485
638.1	481.915
638	470.749
637.9	462.034
637.8	452.342
637.7	444.836
637.6	436.903
637.5	427.106
637.4	405.349
637.3	420.07
637.2	436.228
637.1	439.067
637	438.551
636.9	433.258
636.8	423.995
636.7	413.577
636.6	433.679
636.5	410.412
636.4	412.707
636.3	419.261
636.2	411.575
636.1	415.596
636	413.165
635.9	411.911
635.8	405.095
635.7	402.616
635.6	410.669
635.5	405.236
635.4	397.417
635.3	395.535
635.2	395.922
635.1	408.295
635	413.302
634.9	391.707
634.8	406.485
634.7	396.42
634.6	380.196
634.5	380.551
634.4	402.465
634.3	400.056
634.2	391.543
634.1	399.777
634	400.143
633.9	387.055
633.8	408.657
633.7	399.474
633.6	387.085
633.5	389.168
633.4	391.726
633.3	382.769
633.2	378.703
633.1	402.188
633	400.332
632.9	396.667
632.8	408.72
632.7	396.462
632.6	399.466
632.5	384.801
632.4	384.028
632.3	385.096
632.2	375.654
632.1	381.015
632	388.16
631.9	376.761
631.8	386.908
631.7	389.838
631.6	386.057
631.5	408.789
631.4	407.766
631.3	388.954
631.2	379.76
631.1	376.553
631	390.911
630.9	383.267
630.8	394.392
630.7	387.699
630.6	398.059
630.5	401.573
630.4	379.212
630.3	384.448
630.2	387.389
630.1	385.572
630	397.435
