Fe2O3
7.500000e+002	4.714067e+003		
7.499500e+002	4.754967e+003		
7.499000e+002	4.723800e+003		
7.498500e+002	4.765883e+003		
7.498000e+002	4.742308e+003		
7.497500e+002	4.770358e+003		
7.497000e+002	4.776708e+003		
7.496500e+002	4.744808e+003		
7.496000e+002	4.755433e+003		
7.495500e+002	4.776842e+003		
7.495000e+002	4.740567e+003		
7.494500e+002	4.797433e+003		
7.494000e+002	4.805108e+003		
7.493500e+002	4.731333e+003		
7.493000e+002	4.790825e+003		
7.492500e+002	4.783783e+003		
7.492000e+002	4.740575e+003		
7.491500e+002	4.791200e+003		
7.491000e+002	4.753600e+003		
7.490500e+002	4.760333e+003		
7.490000e+002	4.756600e+003		
7.489500e+002	4.749883e+003		
7.489000e+002	4.744808e+003		
7.488500e+002	4.712183e+003		
7.488000e+002	4.744500e+003		
7.487500e+002	4.729675e+003		
7.487000e+002	4.820667e+003		
7.486500e+002	4.788183e+003		
7.486000e+002	4.840233e+003		
7.485500e+002	4.762008e+003		
7.485000e+002	4.781525e+003		
7.484500e+002	4.812175e+003		
7.484000e+002	4.784433e+003		
7.483500e+002	4.784625e+003		
7.483000e+002	4.774275e+003		
7.482500e+002	4.755258e+003		
7.482000e+002	4.792483e+003		
7.481500e+002	4.795858e+003		
7.481000e+002	4.763858e+003		
7.480500e+002	4.809783e+003		
7.480000e+002	4.801450e+003		
7.479500e+002	4.756450e+003		
7.479000e+002	4.803800e+003		
7.478500e+002	4.772992e+003		
7.478000e+002	4.811400e+003		
7.477500e+002	4.779983e+003		
7.477000e+002	4.820408e+003		
7.476500e+002	4.806133e+003		
7.476000e+002	4.793133e+003		
7.475500e+002	4.795333e+003		
7.475000e+002	4.823275e+003		
7.474500e+002	4.854025e+003		
7.474000e+002	4.824942e+003		
7.473500e+002	4.760683e+003		
7.473000e+002	4.837550e+003		
7.472500e+002	4.845217e+003		
7.472000e+002	4.805633e+003		
7.471500e+002	4.862133e+003		
7.471000e+002	4.807167e+003		
7.470500e+002	4.787958e+003		
7.470000e+002	4.832842e+003		
7.469500e+002	4.838492e+003		
7.469000e+002	4.854567e+003		
7.468500e+002	4.840650e+003		
7.468000e+002	4.824000e+003		
7.467500e+002	4.851700e+003		
7.467000e+002	4.772517e+003		
7.466500e+002	4.803317e+003		
7.466000e+002	4.873283e+003		
7.465500e+002	4.842842e+003		
7.465000e+002	4.820083e+003		
7.464500e+002	4.867242e+003		
