Cu metal
971.95	598.968
971.9	602.72
971.85	596.683
971.8	583.623
971.75	596.66
971.7	601.737
971.65	597.085
971.6	617.46
971.55	606.703
971.5	593.23
971.45	600.803
971.4	601.243
971.35	595.738
971.3	588.658
971.25	592.445
971.2	607.652
971.15	609.737
971.1	595.038
971.05	592.837
971	575.63
970.95	593.695
970.9	582.623
970.85	588.83
970.8	584.793
970.75	589.29
970.7	600.41
970.65	610.775
970.6	621.195
970.55	610.022
970.5	600.028
970.45	596.298
970.4	595.282
970.35	594.38
970.3	579.698
970.25	586.317
970.2	583.955
970.15	592.24
970.1	585.035
970.05	600.665
970	600.835
969.95	602.323
969.9	596.747
969.85	590.11
969.8	596.168
969.75	592.18
969.7	601.755
969.65	596.173
969.6	596.553
969.55	596.697
969.5	599.335
969.45	595.648
969.4	594.122
969.35	605.123
969.3	621.59
969.25	595.765
969.2	591.987
969.15	606.62
969.1	588.157
969.05	606.788
969	608.59
968.95	598.708
968.9	595.382
968.85	590.48
968.8	599.472
968.75	597.162
968.7	594.49
968.65	603.642
968.6	597.102
968.55	588.973
968.5	587.045
968.45	598.588
968.4	581.378
968.35	597.23
968.3	621.657
968.25	609.13
968.2	585.837
968.15	589.983
968.1	603.052
968.05	606.673
968	599.847
967.95	604.283
967.9	605.907
967.85	604.66
967.8	600.087
967.75	590.2
967.7	588.097
967.65	596.468
967.6	617.568
967.55	588.315
967.5	592.498
967.45	610.423
967.4	606.422
967.35	595.403
967.3	604.843
967.25	602.545
967.2	600.705
967.15	603.642
967.1	609.427
967.05	595.32
967	581.847
966.95	594.637
966.9	585.378
966.85	602.46
966.8	613.307
966.75	606.245
966.7	598.86
966.65	595.237
966.6	613.462
966.55	607.23
966.5	597.512
966.45	595.917
966.4	600.475
966.35	602.625
966.3	599.123
966.25	590.877
966.2	604.58
966.15	611.792
966.1	611.045
966.05	605.408
966	605.527
965.95	602.278
965.9	598.407
965.85	607.767
965.8	620.205
965.75	614.117
965.7	613.853
965.65	611.42
965.6	627.223
965.55	602.16
965.5	606.453
965.45	623.562
965.4	619.067
965.35	617.512
965.3	606.677
965.25	606.638
965.2	628.733
965.15	618.077
965.1	623.32
965.05	616.182
965	610.857
964.95	621.025
964.9	615.7
964.85	620.413
964.8	624.437
964.75	628.427
964.7	612.377
964.65	612.3
964.6	611.157
964.55	603.655
964.5	620.82
964.45	618.193
964.4	614
964.35	595.673
964.3	585.438
964.25	597.017
964.2	594.96
964.15	601.07
964.1	603.958
964.05	602.752
964	599.19
963.95	592.132
963.9	581.743
963.85	600.837
963.8	611.455
963.75	599.785
963.7	574.922
963.65	595.617
963.6	596.565
963.55	593.53
963.5	586.35
963.45	595.51
963.4	591.798
963.35	592.485
963.3	583.575
963.25	588.585
963.2	579.42
963.15	587.563
963.1	585.51
963.05	583.483
963	582.108
962.95	571.3
962.9	567.01
962.85	586.432
962.8	586.232
962.75	577.72
962.7	578.253
962.65	590.84
962.6	595.015
962.55	582.628
962.5	576.343
962.45	589.143
962.4	572.68
962.35	574.603
962.3	591.427
962.25	576.282
962.2	572.957
962.15	584.46
962.1	579.968
962.05	575.558
962	567.652
961.95	576.413
961.9	566.815
961.85	580.5
961.8	577.44
961.75	583.078
961.7	576.117
961.65	568.855
961.6	578.545
961.55	569.59
961.5	584.473
961.45	567.603
961.4	584.217
961.35	573.683
961.3	581.955
961.25	578
961.2	573.405
961.15	572.698
961.1	579.393
961.05	583.178
961	595.192
960.95	601.558
960.9	590.607
960.85	567.913
960.8	570.208
960.75	588.928
960.7	576.007
960.65	586.705
960.6	592.943
960.55	592.888
960.5	575.298
960.45	566.263
960.4	566.675
960.35	581.457
960.3	579.163
960.25	578.928
960.2	593.53
960.15	579.655
960.1	580.573
960.05	568.098
960	575.722
959.95	588.525
959.9	572.5
959.85	584.028
959.8	583.577
959.75	577.547
959.7	579.842
959.65	572.19
959.6	573.867
959.55	568.792
959.5	577.957
959.45	586.722
959.4	587.415
959.35	594.115
959.3	587.445
959.25	590.693
959.2	597.515
959.15	587.803
959.1	582.038
959.05	584.282
959	586.077
958.95	585.705
958.9	578.182
958.85	579.125
958.8	579.558
958.75	589.007
958.7	580.105
958.65	578.802
958.6	574.047
958.55	586.75
958.5	596.798
958.45	583.662
958.4	588.667
958.35	588.295
958.3	599.893
958.25	588.948
958.2	580.972
958.15	583.39
958.1	593.362
958.05	586.887
958	576.043
957.95	579.872
957.9	576.157
957.85	590.157
957.8	591.323
957.75	577.897
957.7	577.193
957.65	590.543
957.6	582.078
957.55	576.825
957.5	579.262
957.45	595.64
957.4	592.505
957.35	608.027
957.3	591.642
957.25	590.147
957.2	593.977
957.15	585.883
957.1	607.237
957.05	603.587
957	612.718
956.95	608.565
956.9	589.743
956.85	596.285
956.8	595.623
956.75	606.842
956.7	610.022
956.65	602.818
956.6	598.943
956.55	601.822
956.5	606.932
956.45	604.763
956.4	606.658
956.35	606.622
956.3	606.257
956.25	613.735
956.2	615.43
956.15	614.25
956.1	633.002
956.05	623.217
956	610.578
955.95	614.65
955.9	616.367
955.85	615.847
955.8	624.78
955.75	620.912
955.7	622.745
955.65	634.732
955.6	628.398
955.55	640.888
955.5	641.813
955.45	634.295
955.4	638.282
955.35	636.692
955.3	632.953
955.25	643.208
955.2	646.548
955.15	635.87
955.1	649.068
955.05	656.65
955	653.852
954.95	667.572
954.9	674.767
954.85	660.303
954.8	678.342
954.75	676.482
954.7	670.213
954.65	681.262
954.6	692.123
954.55	678.683
954.5	710.025
954.45	720.95
954.4	726.813
954.35	731.018
954.3	721.477
954.25	731.895
954.2	743.778
954.15	748.482
954.1	761.762
954.05	771
954	783.707
953.95	784.713
953.9	803.443
953.85	822.298
953.8	832.817
953.75	854.365
953.7	870.423
953.65	891.213
953.6	909.625
953.55	925.613
953.5	954.635
953.45	975.292
953.4	1019.94
953.35	1056.18
953.3	1094.62
953.25	1128.29
953.2	1165.97
953.15	1203.49
953.1	1248.38
953.05	1280.3
953	1340.33
952.95	1383.74
